-4.7462004,-1.0987402,2.4257368
-4.6534981,-0.9264040,2.2247651
-4.5456725,-0.7587879,2.1421573
-4.4202675,-0.6064064,2.1263375
-4.2749833,-0.4707097,2.1103991
-4.1129993,-0.3536162,2.1692684
-3.9398445,-0.2558037,2.2782550
-3.7582517,-0.1749522,2.4376882
-3.5701991,-0.1089613,2.4012747
-3.3779517,-0.0559113,2.4854054
-3.1840304,-0.0134799,2.5727807
-2.9877526,0.0233643,2.8464668
-2.7912954,0.0571731,2.886565
-2.5941662,0.0873134,3.0610007
-2.3965452,0.1123066,3.1047802
-2.1982940,0.1309570,3.3410136
-1.9995411,0.1430258,3.5503957
-1.8006023,0.1488916,3.9598830
-1.6014460,0.1500845,4.0793744
-1.4023146,0.1500098,4.1937538
-1.2032323,0.1500380,4.3034537
-1.0040952,0.1500163,4.4000000
-0.8049948,0.1500605,4.4000000
-0.6058391,0.1501125,4.4000000
-0.4067577,0.1500407,4.4000000
-0.2076620,0.1500582,4.4000000
-0.0084203,0.1501219,4.5358995
